sex,year,age,country,SUM_suicides_no,SUM_population,SUM_suicides_per100k_pop
female,2006,75+ years,Uruguay,13,136305,9.54
female,2007,15-24 years,Argentina,146,3292790,4.43
female,2007,15-24 years,Aruba,0,6548,0
female,2007,15-24 years,Australia,66,1440419,4.58
female,2007,15-24 years,Belgium,22,635389,3.46
female,2007,15-24 years,Brazil,379,17547530,2.16
female,2007,15-24 years,Bulgaria,9,493056,1.83
female,2007,15-24 years,Canada,116,2206555,5.26
female,2007,15-24 years,Chile,90,1375294,6.54
female,2007,15-24 years,Colombia,208,4142290,5.02
female,2007,15-24 years,Cuba,15,784753,1.91
female,2007,15-24 years,Denmark,6,305722,1.96
female,2007,15-24 years,Fiji,1,75514,1.32
female,2007,15-24 years,Finland,31,321868,9.63
female,2007,15-24 years,France,114,3893480,2.93
female,2007,15-24 years,Germany,110,4678848,2.35
female,2007,15-24 years,Greece,5,611207,0.82
female,2007,15-24 years,Guatemala,34,1420815,2.39
female,2007,15-24 years,Hungary,12,627355,1.91
female,2007,15-24 years,Iceland,1,22072,4.53
female,2007,15-24 years,Ireland,15,313405,4.79
female,2007,15-24 years,Israel,10,564137,1.77
female,2007,15-24 years,Italy,36,2960065,1.22
female,2007,15-24 years,Japan,596,6430000,9.27
female,2007,15-24 years,Kuwait,1,220418,0.45
female,2007,15-24 years,Maldives,1,39138,2.56
female,2007,15-24 years,Malta,0,27895,0
female,2007,15-24 years,Mauritius,11,94225,11.67
female,2007,15-24 years,Mexico,272,10427676,2.61
female,2007,15-24 years,Montenegro,0,47411,0
female,2007,15-24 years,Netherlands,22,970052,2.27
female,2007,15-24 years,New Zealand,23,302660,7.6
female,2007,15-24 years,Norway,14,289740,4.83
female,2007,15-24 years,Panama,5,301555,1.66
female,2007,15-24 years,Paraguay,33,613122,5.38
female,2007,15-24 years,Philippines,158,8579154,1.84
female,2007,15-24 years,Poland,73,2937109,2.49
female,2007,15-24 years,Portugal,11,600807,1.83
female,2007,15-24 years,Puerto Rico,6,289832,2.07
female,2007,15-24 years,Qatar,1,61878,1.62
female,2007,15-24 years,Republic of Korea,467,3173279,14.72
female,2007,15-24 years,Romania,24,1555447,1.54
female,2007,15-24 years,Russian Federation,949,11502702,8.25
female,2007,15-24 years,Serbia,12,463240,2.59
female,2007,15-24 years,Seychelles,0,7216,0
female,2007,15-24 years,Singapore,10,233600,4.28
female,2007,15-24 years,Slovakia,0,408500,0
female,2007,15-24 years,Slovenia,7,121715,5.75
female,2007,15-24 years,South Africa,38,5065647,0.75
female,2007,15-24 years,Spain,30,2477304,1.21
female,2007,15-24 years,Sweden,35,573531,6.1
female,2007,15-24 years,Switzerland,36,441640,8.15
female,2007,15-24 years,Thailand,89,4762664,1.87
female,2007,15-24 years,Trinidad and Tobago,4,123176,3.25
female,2007,15-24 years,Turkmenistan,37,526222,7.03
female,2007,15-24 years,United Arab Emirates,4,350408,1.14
female,2007,15-24 years,United Kingdom,70,3963103,1.77
female,2007,15-24 years,United States,659,20765167,3.17
female,2007,15-24 years,Uruguay,19,246721,7.7
female,2007,25-34 years,Argentina,126,3120162,4.04
female,2007,25-34 years,Aruba,0,6847,0
female,2007,25-34 years,Australia,90,1460752,6.16
female,2007,25-34 years,Belgium,40,681575,5.87
female,2007,25-34 years,Brazil,392,16189977,2.42
female,2007,25-34 years,Bulgaria,15,558209,2.69
female,2007,25-34 years,Canada,113,2212210,5.11
female,2007,25-34 years,Chile,74,1227488,6.03
female,2007,25-34 years,Colombia,105,3633920,2.89
female,2007,25-34 years,Cuba,22,774006,2.84
female,2007,25-34 years,Denmark,15,345418,4.34
female,2007,25-34 years,Fiji,2,64428,3.1
female,2007,25-34 years,Finland,24,317967,7.55
female,2007,25-34 years,France,204,3971637,5.14
female,2007,25-34 years,Germany,145,4782312,3.03
female,2007,25-34 years,Greece,12,816668,1.47
female,2007,25-34 years,Guatemala,7,1036031,0.68
female,2007,25-34 years,Hungary,32,787885,4.06
female,2007,25-34 years,Iceland,2,22098,9.05
female,2007,25-34 years,Ireland,19,375744,5.06
female,2007,25-34 years,Israel,10,536280,1.86
female,2007,25-34 years,Italy,84,4028413,2.09
female,2007,25-34 years,Japan,1084,8212000,13.2
female,2007,25-34 years,Kuwait,7,301345,2.32
female,2007,25-34 years,Maldives,1,26539,3.77
female,2007,25-34 years,Malta,0,28335,0
female,2007,25-34 years,Mauritius,7,103004,6.8
female,2007,25-34 years,Mexico,173,9590582,1.8
female,2007,25-34 years,Montenegro,3,46000,6.52
female,2007,25-34 years,Netherlands,48,1017477,4.72
female,2007,25-34 years,New Zealand,14,281170,4.98
female,2007,25-34 years,Norway,21,305124,6.88
female,2007,25-34 years,Panama,6,277823,2.16
female,2007,25-34 years,Paraguay,14,437509,3.2
female,2007,25-34 years,Philippines,89,6698777,1.33
female,2007,25-34 years,Poland,71,2973164,2.39
female,2007,25-34 years,Portugal,18,799081,2.25
female,2007,25-34 years,Puerto Rico,6,272334,2.2
female,2007,25-34 years,Qatar,2,76736,2.61
female,2007,25-34 years,Republic of Korea,908,3988315,22.77
female,2007,25-34 years,Romania,45,1686938,2.67
female,2007,25-34 years,Russian Federation,1051,10944247,9.6
female,2007,25-34 years,Serbia,22,505537,4.35
female,2007,25-34 years,Seychelles,1,7714,12.96
female,2007,25-34 years,Singapore,18,285500,6.3
female,2007,25-34 years,Slovakia,0,450832,0
female,2007,25-34 years,Slovenia,8,146261,5.47
female,2007,25-34 years,South Africa,18,4186842,0.43
female,2007,25-34 years,Spain,97,3690155,2.63
female,2007,25-34 years,Sweden,28,562738,4.98
female,2007,25-34 years,Switzerland,32,497366,6.43
female,2007,25-34 years,Thailand,159,5419991,2.93
female,2007,25-34 years,Trinidad and Tobago,6,106809,5.62
female,2007,25-34 years,Turkmenistan,18,393748,4.57
female,2007,25-34 years,United Arab Emirates,4,431502,0.93
female,2007,25-34 years,United Kingdom,132,3923507,3.36
female,2007,25-34 years,United States,997,19839678,5.03
female,2007,25-34 years,Uruguay,14,240694,5.82
female,2007,35-54 years,Argentina,155,4601874,3.37
female,2007,35-54 years,Aruba,0,18313,0
female,2007,35-54 years,Australia,219,3025248,7.24
female,2007,35-54 years,Belgium,232,1540147,15.06
female,2007,35-54 years,Brazil,723,24591528,2.94
female,2007,35-54 years,Bulgaria,58,1072051,5.41
female,2007,35-54 years,Canada,400,5030803,7.95
female,2007,35-54 years,Chile,128,2272322,5.63
female,2007,35-54 years,Colombia,82,5752377,1.43
female,2007,35-54 years,Cuba,93,1827402,5.09
female,2007,35-54 years,Denmark,71,768072,9.24
female,2007,35-54 years,Fiji,0,100300,0
female,2007,35-54 years,Finland,89,727224,12.24
female,2007,35-54 years,France,1091,8736539,12.49
female,2007,35-54 years,Germany,742,12662132,5.86
female,2007,35-54 years,Greece,20,1617694,1.24
female,2007,35-54 years,Guatemala,12,1144742,1.05
female,2007,35-54 years,Hungary,196,1412746,13.87
female,2007,35-54 years,Iceland,1,41594,2.4
female,2007,35-54 years,Ireland,45,579555,7.76
female,2007,35-54 years,Israel,23,819830,2.81
female,2007,35-54 years,Italy,295,8909678,3.31
female,2007,35-54 years,Japan,2303,16325000,14.11
female,2007,35-54 years,Kuwait,6,325356,1.84
female,2007,35-54 years,Maldives,0,30921,0
female,2007,35-54 years,Malta,0,54855,0
female,2007,35-54 years,Mauritius,9,179726,5.01
female,2007,35-54 years,Mexico,202,12451981,1.62
female,2007,35-54 years,Montenegro,10,86182,11.6
female,2007,35-54 years,Netherlands,171,2464793,6.94
female,2007,35-54 years,New Zealand,55,627060,8.77
female,2007,35-54 years,Norway,62,656105,9.45
female,2007,35-54 years,Panama,7,406328,1.72
female,2007,35-54 years,Paraguay,7,572154,1.22
female,2007,35-54 years,Philippines,98,9184426,1.07
female,2007,35-54 years,Poland,304,5391795,5.64
female,2007,35-54 years,Portugal,75,1535559,4.88
female,2007,35-54 years,Puerto Rico,15,513804,2.92
female,2007,35-54 years,Qatar,1,84797,1.18
female,2007,35-54 years,Republic of Korea,1297,8058659,16.09
female,2007,35-54 years,Romania,159,3054484,5.21
female,2007,35-54 years,Russian Federation,2176,22379725,9.72
female,2007,35-54 years,Serbia,92,1051329,8.75
female,2007,35-54 years,Seychelles,0,12617,0
female,2007,35-54 years,Singapore,46,608800,7.56
female,2007,35-54 years,Slovakia,0,771963,0
female,2007,35-54 years,Slovenia,32,300437,10.65
female,2007,35-54 years,South Africa,28,5558737,0.5
female,2007,35-54 years,Spain,275,6607654,4.16
female,2007,35-54 years,Sweden,129,1210389,10.66
female,2007,35-54 years,Switzerland,111,1159958,9.57
female,2007,35-54 years,Thailand,356,9981463,3.57
female,2007,35-54 years,Trinidad and Tobago,5,179070,2.79
female,2007,35-54 years,Turkmenistan,17,565599,3.01
female,2007,35-54 years,United Arab Emirates,3,365164,0.82
female,2007,35-54 years,United Kingdom,354,8709169,4.06
female,2007,35-54 years,United States,3525,43607902,8.08
female,2007,35-54 years,Uruguay,48,416393,11.53
female,2007,05-14 years,Argentina,34,3414627,1
female,2007,05-14 years,Aruba,0,7391,0
female,2007,05-14 years,Australia,4,1337384,0.3
female,2007,05-14 years,Belgium,1,588775,0.17
female,2007,05-14 years,Brazil,51,17015233,0.3
female,2007,05-14 years,Bulgaria,5,331138,1.51
female,2007,05-14 years,Canada,15,1890517,0.79
female,2007,05-14 years,Chile,9,1305466,0.69
female,2007,05-14 years,Colombia,40,4066699,0.98
female,2007,05-14 years,Cuba,0,706661,0
female,2007,05-14 years,Denmark,0,334828,0
female,2007,05-14 years,Fiji,0,77970,0
female,2007,05-14 years,Finland,0,297727,0
female,2007,05-14 years,France,6,3678122,0.16
female,2007,05-14 years,Germany,9,3835107,0.23
female,2007,05-14 years,Greece,0,514330,0
female,2007,05-14 years,Guatemala,7,1797379,0.39
female,2007,05-14 years,Hungary,0,505214,0
female,2007,05-14 years,Iceland,0,21535,0
female,2007,05-14 years,Ireland,1,278844,0.36
female,2007,05-14 years,Israel,0,635670,0
female,2007,05-14 years,Italy,4,2697631,0.15
female,2007,05-14 years,Japan,16,5732000,0.28
female,2007,05-14 years,Kuwait,0,207774,0
female,2007,05-14 years,Maldives,0,31970,0
female,2007,05-14 years,Malta,0,22938,0
female,2007,05-14 years,Mauritius,1,96189,1.04
female,2007,05-14 years,Mexico,53,11546073,0.46
female,2007,05-14 years,Montenegro,0,40570,0
female,2007,05-14 years,Netherlands,4,972473,0.41
female,2007,05-14 years,New Zealand,1,290770,0.34
female,2007,05-14 years,Norway,0,299559,0
female,2007,05-14 years,Panama,2,331670,0.6
female,2007,05-14 years,Paraguay,9,677311,1.33
female,2007,05-14 years,Philippines,13,10163198,0.13
female,2007,05-14 years,Poland,12,2027682,0.59
female,2007,05-14 years,Portugal,2,541722,0.37
female,2007,05-14 years,Puerto Rico,0,272183,0
female,2007,05-14 years,Qatar,0,58979,0
female,2007,05-14 years,Republic of Korea,28,3108585,0.9
female,2007,05-14 years,Romania,7,1084690,0.65
female,2007,05-14 years,Russian Federation,69,6605348,1.04
female,2007,05-14 years,Serbia,0,375598,0
female,2007,05-14 years,Seychelles,0,6826,0
female,2007,05-14 years,Singapore,0,235100,0
female,2007,05-14 years,Slovakia,0,290709,0
female,2007,05-14 years,Slovenia,0,91679,0
female,2007,05-14 years,South Africa,2,5074249,0.04
female,2007,05-14 years,Spain,5,2047289,0.24
female,2007,05-14 years,Sweden,2,500349,0.4
female,2007,05-14 years,Switzerland,1,394319,0.25
female,2007,05-14 years,Thailand,9,4486048,0.2
female,2007,05-14 years,Trinidad and Tobago,1,89716,1.11
female,2007,05-14 years,Turkmenistan,4,490983,0.81
female,2007,05-14 years,United Arab Emirates,0,284824,0
female,2007,05-14 years,United Kingdom,4,3479755,0.11
female,2007,05-14 years,United States,53,19714203,0.27
female,2007,05-14 years,Uruguay,0,257931,0
female,2007,55-74 years,Argentina,108,3033008,3.56
female,2007,55-74 years,Aruba,1,8952,11.17
female,2007,55-74 years,Australia,118,1911478,6.17
female,2007,55-74 years,Belgium,166,1122161,14.79
female,2007,55-74 years,Brazil,275,11208413,2.45
female,2007,55-74 years,Bulgaria,82,981661,8.35
female,2007,55-74 years,Canada,188,3170541,5.93
female,2007,55-74 years,Chile,42,1174419,3.58
female,2007,55-74 years,Colombia,16,2339825,0.68
female,2007,55-74 years,Cuba,87,929079,9.36
female,2007,55-74 years,Denmark,55,606387,9.07
female,2007,55-74 years,Fiji,0,41745,0
female,2007,55-74 years,Finland,83,624243,13.3
female,2007,55-74 years,France,832,6461012,12.88
female,2007,55-74 years,Germany,796,9816096,8.11
female,2007,55-74 years,Greece,12,1305992,0.92
female,2007,55-74 years,Guatemala,3,483657,0.62
female,2007,55-74 years,Hungary,199,1235077,16.11
female,2007,55-74 years,Iceland,2,24464,8.18
female,2007,55-74 years,Ireland,13,341816,3.8
female,2007,55-74 years,Israel,13,521935,2.49
female,2007,55-74 years,Italy,274,7020728,3.9
female,2007,55-74 years,Japan,3108,17338000,17.93
female,2007,55-74 years,Kuwait,0,58858,0
female,2007,55-74 years,Maldives,0,10963,0
female,2007,55-74 years,Malta,0,46412,0
female,2007,55-74 years,Mauritius,2,82534,2.42
female,2007,55-74 years,Mexico,48,5064820,0.95
female,2007,55-74 years,Montenegro,12,61941,19.37
female,2007,55-74 years,Netherlands,124,1703333,7.28
female,2007,55-74 years,New Zealand,18,371080,4.85
female,2007,55-74 years,Norway,39,452989,8.61
female,2007,55-74 years,Panama,1,177879,0.56
female,2007,55-74 years,Paraguay,5,255119,1.96
female,2007,55-74 years,Philippines,43,3600369,1.19
female,2007,55-74 years,Poland,269,3977336,6.76
female,2007,55-74 years,Portugal,101,1211662,8.34
female,2007,55-74 years,Puerto Rico,14,351052,3.99
female,2007,55-74 years,Qatar,0,11898,0
female,2007,55-74 years,Republic of Korea,984,4009684,24.54
female,2007,55-74 years,Romania,144,2350957,6.13
female,2007,55-74 years,Russian Federation,1738,15620091,11.13
female,2007,55-74 years,Serbia,169,910892,18.55
female,2007,55-74 years,Seychelles,0,4383,0
female,2007,55-74 years,Singapore,40,281800,14.19
female,2007,55-74 years,Slovakia,0,540800,0
female,2007,55-74 years,Slovenia,31,223540,13.87
female,2007,55-74 years,South Africa,11,2411075,0.46
female,2007,55-74 years,Spain,248,4502070,5.51
female,2007,55-74 years,Sweden,97,1018811,9.52
female,2007,55-74 years,Switzerland,138,802392,17.2
female,2007,55-74 years,Thailand,155,4278519,3.62
female,2007,55-74 years,Trinidad and Tobago,3,92001,3.26
female,2007,55-74 years,Turkmenistan,7,187318,3.74
female,2007,55-74 years,United Arab Emirates,2,43719,4.57
female,2007,55-74 years,United Kingdom,230,6345128,3.62
female,2007,55-74 years,United States,1684,27395858,6.15
female,2007,55-74 years,Uruguay,40,303537,13.18
female,2007,75+ years,Argentina,31,1161794,2.67
female,2007,75+ years,Aruba,0,1890,0
female,2007,75+ years,Australia,33,770691,4.28
female,2007,75+ years,Belgium,76,563862,13.48
female,2007,75+ years,Brazil,51,2581330,1.98
female,2007,75+ years,Bulgaria,70,344739,20.31
female,2007,75+ years,Canada,52,1269438,4.1
female,2007,75+ years,Chile,9,365832,2.46
female,2007,75+ years,Colombia,3,533162,0.56
female,2007,75+ years,Cuba,49,310509,15.78
female,2007,75+ years,Denmark,33,235854,13.99
female,2007,75+ years,Fiji,0,5299,0
female,2007,75+ years,Finland,17,267590,6.35
female,2007,75+ years,France,461,3367365,13.69
female,2007,75+ years,Germany,595,4503136,13.21
female,2007,75+ years,Greece,11,522951,2.1
female,2007,75+ years,Guatemala,1,120646,0.83
female,2007,75+ years,Hungary,132,478370,27.59
female,2007,75+ years,Iceland,1,10165,9.84
female,2007,75+ years,Ireland,3,126722,2.37
female,2007,75+ years,Israel,7,196820,3.56
female,2007,75+ years,Italy,171,3568393,4.79
female,2007,75+ years,Japan,1691,7913000,21.37
female,2007,75+ years,Kuwait,0,7399,0
female,2007,75+ years,Maldives,0,1654,0
female,2007,75+ years,Malta,1,14886,6.72
female,2007,75+ years,Mauritius,0,19848,0
female,2007,75+ years,Mexico,14,1503866,0.93
female,2007,75+ years,Montenegro,7,17124,40.88
female,2007,75+ years,Netherlands,41,686244,5.97
female,2007,75+ years,New Zealand,7,142060,4.93
female,2007,75+ years,Norway,13,220209,5.9
female,2007,75+ years,Panama,0,46968,0
female,2007,75+ years,Paraguay,0,64408,0
female,2007,75+ years,Philippines,5,616190,0.81
female,2007,75+ years,Poland,83,1515131,5.48
female,2007,75+ years,Portugal,62,525914,11.79
female,2007,75+ years,Puerto Rico,2,124729,1.6
female,2007,75+ years,Qatar,0,1485,0
female,2007,75+ years,Republic of Korea,743,1052764,70.58
female,2007,75+ years,Romania,67,791656,8.46
female,2007,75+ years,Russian Federation,1358,5710937,23.78
female,2007,75+ years,Serbia,90,305647,29.45
female,2007,75+ years,Seychelles,0,1859,0
female,2007,75+ years,Singapore,17,68300,24.89
female,2007,75+ years,Slovakia,0,184796,0
female,2007,75+ years,Slovenia,21,95826,21.91
female,2007,75+ years,South Africa,7,472676,1.48
female,2007,75+ years,Spain,146,2265062,6.45
female,2007,75+ years,Sweden,34,485845,7
female,2007,75+ years,Switzerland,122,373618,32.65
female,2007,75+ years,Thailand,43,1017629,4.23
female,2007,75+ years,Trinidad and Tobago,1,22983,4.35
female,2007,75+ years,Turkmenistan,2,50546,3.96
female,2007,75+ years,United Arab Emirates,0,5982,0
female,2007,75+ years,United Kingdom,82,2886921,2.84
female,2007,75+ years,United States,411,11421017,3.6
female,2007,75+ years,Uruguay,14,140384,9.97
female,2008,15-24 years,Argentina,180,3319037,5.42
female,2008,15-24 years,Aruba,0,6335,0
female,2008,15-24 years,Australia,60,1473105,4.07
female,2008,15-24 years,Belgium,37,641708,5.77
female,2008,15-24 years,Brazil,398,17432076,2.28
female,2008,15-24 years,Bulgaria,10,479334,2.09
female,2008,15-24 years,Canada,119,2227003,5.34
female,2008,15-24 years,Chile,110,1384953,7.94
female,2008,15-24 years,Colombia,206,4153413,4.96
female,2008,15-24 years,Cuba,24,783884,3.06
female,2008,15-24 years,Denmark,8,315514,2.54
female,2008,15-24 years,Fiji,3,75830,3.96
female,2008,15-24 years,Finland,26,322278,8.07
female,2008,15-24 years,France,108,3865331,2.79
female,2008,15-24 years,Germany,130,4619410,2.81
female,2008,15-24 years,Greece,0,595248,0
female,2008,15-24 years,Guatemala,57,1455218,3.92
female,2008,15-24 years,Hungary,18,620679,2.9
female,2008,15-24 years,Iceland,0,22861,0
female,2008,15-24 years,Ireland,25,307663,8.13
female,2008,15-24 years,Israel,7,569127,1.23
female,2008,15-24 years,Italy,36,2969403,1.21
female,2008,15-24 years,Japan,652,6293000,10.36
female,2008,15-24 years,Kuwait,2,247755,0.81
female,2008,15-24 years,Maldives,0,39416,0
female,2008,15-24 years,Malta,0,27700,0
female,2008,15-24 years,Mauritius,2,95566,2.09
female,2008,15-24 years,Mexico,325,10559325,3.08
female,2008,15-24 years,Montenegro,1,46646,2.14
female,2008,15-24 years,Netherlands,31,980609,3.16
female,2008,15-24 years,New Zealand,38,304640,12.47
female,2008,15-24 years,Norway,21,296143,7.09
female,2008,15-24 years,Panama,12,304442,3.94
female,2008,15-24 years,Paraguay,27,619561,4.36
female,2008,15-24 years,Philippines,171,8697827,1.97
female,2008,15-24 years,Poland,86,2845069,3.02
female,2008,15-24 years,Portugal,7,589161,1.19
female,2008,15-24 years,Puerto Rico,5,288120,1.74
female,2008,15-24 years,Qatar,0,66159,0
female,2008,15-24 years,Republic of Korea,410,3128527,13.11
female,2008,15-24 years,Romania,30,1526352,1.97
female,2008,15-24 years,Russian Federation,916,11025088,8.31
female,2008,15-24 years,Serbia,14,453885,3.08
