sex,year,age,country,SUM_suicides_no,SUM_population,SUM_suicides_per100k_pop
male,2001,15-24 years,Australia,280,1351444,20.72
male,2001,15-24 years,Belgium,118,631774,18.68
male,2001,15-24 years,Brazil,1262,17698960,7.13
male,2001,15-24 years,Bulgaria,63,569649,11.06
male,2001,15-24 years,Canada,398,2168038,18.36
male,2001,15-24 years,Chile,253,1302835,19.42
male,2001,15-24 years,Colombia,602,4057598,14.84
male,2001,15-24 years,Cuba,76,746107,10.19
male,2001,15-24 years,Denmark,38,304335,12.49
male,2001,15-24 years,Fiji,8,85026,9.41
male,2001,15-24 years,Finland,93,335676,27.71
male,2001,15-24 years,France,434,3908716,11.1
male,2001,15-24 years,Germany,593,4764237,12.45
male,2001,15-24 years,Greece,23,805944,2.85
male,2001,15-24 years,Guatemala,52,1229384,4.23
male,2001,15-24 years,Hungary,132,745448,17.71
male,2001,15-24 years,Iceland,8,21707,36.85
male,2001,15-24 years,Ireland,89,324752,27.41
male,2001,15-24 years,Israel,76,557718,13.63
male,2001,15-24 years,Italy,216,3335758,6.48
male,2001,15-24 years,Japan,1146,7856000,14.59
male,2001,15-24 years,Kuwait,2,172345,1.16
male,2001,15-24 years,Maldives,1,33293,3
male,2001,15-24 years,Malta,4,30318,13.19
male,2001,15-24 years,Mauritius,8,102151,7.83
male,2001,15-24 years,Mexico,908,10392763,8.74
male,2001,15-24 years,Montenegro,0,50621,0
male,2001,15-24 years,Netherlands,71,968251,7.33
male,2001,15-24 years,New Zealand,87,269420,32.29
male,2001,15-24 years,Norway,61,276255,22.08
male,2001,15-24 years,Panama,34,295927,11.49
male,2001,15-24 years,Paraguay,37,553522,6.68
male,2001,15-24 years,Philippines,310,8018698,3.87
male,2001,15-24 years,Poland,644,3294844,19.55
male,2001,15-24 years,Portugal,41,739952,5.54
male,2001,15-24 years,Puerto Rico,38,306820,12.39
male,2001,15-24 years,Qatar,2,48294,4.14
male,2001,15-24 years,Republic of Korea,356,3912425,9.1
male,2001,15-24 years,Romania,185,1809255,10.23
male,2001,15-24 years,Russian Federation,6945,11547645,60.14
male,2001,15-24 years,Serbia,71,519061,13.68
male,2001,15-24 years,Seychelles,0,8053,0
male,2001,15-24 years,Singapore,21,216300,9.71
male,2001,15-24 years,Slovakia,61,467712,13.04
male,2001,15-24 years,Slovenia,36,146961,24.5
male,2001,15-24 years,South Africa,86,4814340,1.79
male,2001,15-24 years,Spain,194,2913033,6.66
male,2001,15-24 years,Sri Lanka,508,1811743,28.04
male,2001,15-24 years,Sweden,59,527111,11.19
male,2001,15-24 years,Switzerland,95,432247,21.98
male,2001,15-24 years,Trinidad and Tobago,29,131221,22.1
male,2001,15-24 years,Turkmenistan,87,467132,18.62
male,2001,15-24 years,United Kingdom,361,3650328,9.89
male,2001,15-24 years,United States,3409,20485156,16.64
male,2001,15-24 years,Uruguay,51,263212,19.38
male,2001,15-24 years,Uzbekistan,363,2580294,14.07
male,2001,25-34 years,Argentina,375,2675285,14.02
male,2001,25-34 years,Aruba,0,6638,0
male,2001,25-34 years,Australia,489,1427829,34.25
male,2001,25-34 years,Belgium,239,717487,33.31
male,2001,25-34 years,Brazil,1398,14294493,9.78
male,2001,25-34 years,Bulgaria,100,569711,17.55
male,2001,25-34 years,Canada,500,2182409,22.91
male,2001,25-34 years,Chile,297,1254746,23.67
male,2001,25-34 years,Colombia,439,3328209,13.19
male,2001,25-34 years,Cuba,212,1054015,20.11
male,2001,25-34 years,Denmark,58,394591,14.7
male,2001,25-34 years,Fiji,5,60698,8.24
male,2001,25-34 years,Finland,156,332298,46.95
male,2001,25-34 years,France,1075,4116558,26.11
male,2001,25-34 years,Germany,985,5850255,16.84
male,2001,25-34 years,Greece,48,879100,5.46
male,2001,25-34 years,Guatemala,35,741173,4.72
male,2001,25-34 years,Hungary,254,767594,33.09
male,2001,25-34 years,Iceland,5,21119,23.68
male,2001,25-34 years,Ireland,104,295410,35.21
male,2001,25-34 years,Israel,58,478896,12.11
male,2001,25-34 years,Italy,457,4489621,10.18
male,2001,25-34 years,Japan,2388,9466000,25.23
male,2001,25-34 years,Kuwait,8,367180,2.18
male,2001,25-34 years,Maldives,1,19879,5.03
male,2001,25-34 years,Malta,3,26449,11.34
male,2001,25-34 years,Mauritius,21,93054,22.57
male,2001,25-34 years,Mexico,837,8719740,9.6
male,2001,25-34 years,Montenegro,0,43146,0
male,2001,25-34 years,Netherlands,183,1222239,14.97
male,2001,25-34 years,New Zealand,92,264130,34.83
male,2001,25-34 years,Norway,76,341767,22.24
male,2001,25-34 years,Panama,40,260141,15.38
male,2001,25-34 years,Paraguay,16,382094,4.19
male,2001,25-34 years,Philippines,246,6058399,4.06
male,2001,25-34 years,Poland,712,2659140,26.78
male,2001,25-34 years,Portugal,88,788070,11.17
male,2001,25-34 years,Puerto Rico,41,260445,15.74
male,2001,25-34 years,Qatar,5,99440,5.03
male,2001,25-34 years,Republic of Korea,835,4535491,18.41
male,2001,25-34 years,Romania,371,1931865,19.2
male,2001,25-34 years,Russian Federation,8886,10078045,88.17
male,2001,25-34 years,Serbia,92,487989,18.85
male,2001,25-34 years,Seychelles,2,7008,28.54
male,2001,25-34 years,Singapore,43,265800,16.18
male,2001,25-34 years,Slovakia,93,406975,22.85
male,2001,25-34 years,Slovenia,65,150012,43.33
male,2001,25-34 years,South Africa,102,3744470,2.72
male,2001,25-34 years,Spain,407,3456947,11.77
male,2001,25-34 years,Sri Lanka,755,1469938,51.36
male,2001,25-34 years,Sweden,104,616460,16.87
male,2001,25-34 years,Switzerland,101,519553,19.44
male,2001,25-34 years,Trinidad and Tobago,26,93774,27.73
male,2001,25-34 years,Turkmenistan,114,357442,31.89
male,2001,25-34 years,United Kingdom,723,4243590,17.04
male,2001,25-34 years,United States,4199,20013572,20.98
male,2001,25-34 years,Uruguay,44,238488,18.45
male,2001,25-34 years,Uzbekistan,377,1884542,20
male,2001,35-54 years,Argentina,625,4145861,15.08
male,2001,35-54 years,Aruba,4,14663,27.28
male,2001,35-54 years,Australia,752,2803465,26.82
male,2001,35-54 years,Belgium,686,1524828,44.99
male,2001,35-54 years,Brazil,2227,20128463,11.06
male,2001,35-54 years,Bulgaria,301,1099625,27.37
male,2001,35-54 years,Canada,1347,4892041,27.53
male,2001,35-54 years,Chile,540,1973130,27.37
male,2001,35-54 years,Colombia,491,4555809,10.78
male,2001,35-54 years,Cuba,385,1583873,24.31
male,2001,35-54 years,Denmark,204,783604,26.03
male,2001,35-54 years,Fiji,10,90519,11.05
male,2001,35-54 years,Finland,429,800866,53.57
male,2001,35-54 years,France,3166,8409778,37.65
male,2001,35-54 years,Germany,3060,12523074,24.43
male,2001,35-54 years,Greece,99,1482791,6.68
male,2001,35-54 years,Guatemala,39,802949,4.86
male,2001,35-54 years,Hungary,1038,1388219,74.77
male,2001,35-54 years,Iceland,9,39779,22.63
male,2001,35-54 years,Ireland,139,512042,27.15
male,2001,35-54 years,Israel,94,724513,12.97
male,2001,35-54 years,Italy,890,8038314,11.07
male,2001,35-54 years,Japan,7913,17516000,45.18
male,2001,35-54 years,Kuwait,15,453739,3.31
male,2001,35-54 years,Maldives,0,22506,0
male,2001,35-54 years,Malta,9,58158,15.48
male,2001,35-54 years,Mauritius,33,166424,19.83
male,2001,35-54 years,Mexico,765,9614513,7.96
male,2001,35-54 years,Montenegro,0,85940,0
male,2001,35-54 years,Netherlands,452,2481934,18.21
male,2001,35-54 years,New Zealand,130,544420,23.88
male,2001,35-54 years,Norway,145,647594,22.39
male,2001,35-54 years,Panama,36,331590,10.86
male,2001,35-54 years,Paraguay,15,520113,2.88
male,2001,35-54 years,Philippines,235,7684196,3.06
male,2001,35-54 years,Poland,2430,5582959,43.53
male,2001,35-54 years,Portugal,145,1378448,10.52
male,2001,35-54 years,Puerto Rico,93,452544,20.55
male,2001,35-54 years,Qatar,11,141836,7.76
male,2001,35-54 years,Republic of Korea,1989,7195715,27.64
male,2001,35-54 years,Romania,1043,2857051,36.51
male,2001,35-54 years,Russian Federation,21262,21476420,99
male,2001,35-54 years,Serbia,329,1097381,29.98
male,2001,35-54 years,Seychelles,2,9888,20.23
male,2001,35-54 years,Singapore,65,573200,11.34
male,2001,35-54 years,Slovakia,275,767503,35.83
male,2001,35-54 years,Slovenia,177,311844,56.76
male,2001,35-54 years,South Africa,99,4575178,2.16
male,2001,35-54 years,Spain,702,5607814,12.52
male,2001,35-54 years,Sri Lanka,1468,2362538,62.14
male,2001,35-54 years,Sweden,311,1241616,25.05
male,2001,35-54 years,Switzerland,325,1108319,29.32
male,2001,35-54 years,Trinidad and Tobago,61,168569,36.19
male,2001,35-54 years,Turkmenistan,135,440661,30.64
male,2001,35-54 years,United Kingdom,1317,8222369,16.02
male,2001,35-54 years,United States,9684,41638996,23.26
male,2001,35-54 years,Uruguay,122,379834,32.12
male,2001,35-54 years,Uzbekistan,513,2389813,21.47
male,2001,05-14 years,Argentina,29,3519935,0.82
male,2001,05-14 years,Aruba,0,7263,0
male,2001,05-14 years,Australia,4,1386873,0.29
male,2001,05-14 years,Belgium,7,628591,1.11
male,2001,05-14 years,Brazil,58,17846905,0.32
male,2001,05-14 years,Bulgaria,4,451423,0.89
male,2001,05-14 years,Canada,14,2096912,0.67
male,2001,05-14 years,Chile,12,1430077,0.84
male,2001,05-14 years,Colombia,35,4376068,0.8
male,2001,05-14 years,Cuba,5,846361,0.59
male,2001,05-14 years,Denmark,2,340220,0.59
male,2001,05-14 years,Fiji,1,93629,1.07
male,2001,05-14 years,Finland,4,329122,1.22
male,2001,05-14 years,France,24,3799737,0.63
male,2001,05-14 years,Germany,37,4505958,0.82
male,2001,05-14 years,Greece,2,584190,0.34
male,2001,05-14 years,Guatemala,2,1656505,0.12
male,2001,05-14 years,Hungary,3,610320,0.49
male,2001,05-14 years,Iceland,0,22929,0
male,2001,05-14 years,Ireland,2,284509,0.7
male,2001,05-14 years,Israel,1,600457,0.17
male,2001,05-14 years,Italy,11,2820719,0.39
male,2001,05-14 years,Japan,39,6295000,0.62
male,2001,05-14 years,Kuwait,0,189011,0
male,2001,05-14 years,Maldives,0,40987,0
male,2001,05-14 years,Malta,0,27860,0
male,2001,05-14 years,Mauritius,1,101693,0.98
male,2001,05-14 years,Mexico,79,11648383,0.68
male,2001,05-14 years,Montenegro,0,46337,0
male,2001,05-14 years,Netherlands,1,1012887,0.1
male,2001,05-14 years,New Zealand,1,306430,0.33
male,2001,05-14 years,Norway,0,310993,0
male,2001,05-14 years,Panama,2,322658,0.62
male,2001,05-14 years,Paraguay,4,678435,0.59
male,2001,05-14 years,Philippines,12,9985839,0.12
male,2001,05-14 years,Poland,35,2668508,1.31
male,2001,05-14 years,Portugal,1,578127,0.17
male,2001,05-14 years,Puerto Rico,2,310009,0.65
male,2001,05-14 years,Qatar,0,51875,0
male,2001,05-14 years,Republic of Korea,13,3578071,0.36
male,2001,05-14 years,Romania,26,1456471,1.79
male,2001,05-14 years,Russian Federation,389,9428879,4.13
male,2001,05-14 years,Serbia,4,439347,0.91
male,2001,05-14 years,Seychelles,0,7979,0
male,2001,05-14 years,Singapore,3,258300,1.16
male,2001,05-14 years,Slovakia,3,380949,0.79
male,2001,05-14 years,Slovenia,2,112524,1.78
male,2001,05-14 years,South Africa,4,5137175,0.08
male,2001,05-14 years,Spain,7,2070400,0.34
male,2001,05-14 years,Sri Lanka,18,1699714,1.06
male,2001,05-14 years,Sweden,2,599375,0.33
male,2001,05-14 years,Switzerland,1,438255,0.23
male,2001,05-14 years,Trinidad and Tobago,0,113571,0
male,2001,05-14 years,Turkmenistan,6,580096,1.03
male,2001,05-14 years,United Kingdom,4,3902253,0.1
male,2001,05-14 years,United States,214,21032860,1.02
male,2001,05-14 years,Uruguay,3,278758,1.08
male,2001,05-14 years,Uzbekistan,64,3281449,1.95
male,2001,55-74 years,Argentina,659,2358654,27.94
male,2001,55-74 years,Aruba,0,5846,0
male,2001,55-74 years,Australia,296,1566014,18.9
male,2001,55-74 years,Belgium,361,961448,37.55
male,2001,55-74 years,Brazil,964,7721938,12.48
male,2001,55-74 years,Bulgaria,321,805300,39.86
male,2001,55-74 years,Canada,481,2458947,19.56
male,2001,55-74 years,Chile,239,840928,28.42
male,2001,55-74 years,Colombia,234,1547265,15.12
male,2001,55-74 years,Cuba,333,783077,42.52
male,2001,55-74 years,Denmark,123,512361,24.01
male,2001,55-74 years,Fiji,4,31764,12.59
male,2001,55-74 years,Finland,207,479037,43.21
male,2001,55-74 years,France,1755,5049336,34.76
male,2001,55-74 years,Germany,2415,8745869,27.61
male,2001,55-74 years,Greece,84,1115264,7.53
male,2001,55-74 years,Guatemala,17,372875,4.56
male,2001,55-74 years,Hungary,579,879449,65.84
male,2001,55-74 years,Iceland,4,20268,19.74
male,2001,55-74 years,Ireland,66,285022,23.16
male,2001,55-74 years,Israel,56,361167,15.51
male,2001,55-74 years,Italy,916,5867231,15.61
male,2001,55-74 years,Japan,7690,14064000,54.68
male,2001,55-74 years,Kuwait,0,63433,0
male,2001,55-74 years,Maldives,0,11895,0
male,2001,55-74 years,Malta,7,32328,21.65
male,2001,55-74 years,Mauritius,12,54628,21.97
male,2001,55-74 years,Mexico,338,3891947,8.68
male,2001,55-74 years,Montenegro,0,49448,0
male,2001,55-74 years,Netherlands,208,1397177,14.89
male,2001,55-74 years,New Zealand,54,294430,18.34
male,2001,55-74 years,Norway,90,376658,23.89
male,2001,55-74 years,Panama,20,137839,14.51
male,2001,55-74 years,Paraguay,18,203149,8.86
male,2001,55-74 years,Philippines,104,2445998,4.25
male,2001,55-74 years,Poland,1024,2758983,37.12
male,2001,55-74 years,Portugal,179,962517,18.6
male,2001,55-74 years,Puerto Rico,61,274330,22.24
male,2001,55-74 years,Qatar,0,17036,0
male,2001,55-74 years,Republic of Korea,1331,2796018,47.6
male,2001,55-74 years,Romania,540,1915525,28.19
male,2001,55-74 years,Russian Federation,9234,10030533,92.06
male,2001,55-74 years,Serbia,366,776659,47.12
male,2001,55-74 years,Seychelles,1,3520,28.41
male,2001,55-74 years,Singapore,40,194800,20.53
male,2001,55-74 years,Slovakia,113,364806,30.98
male,2001,55-74 years,Slovenia,134,174548,76.77
male,2001,55-74 years,South Africa,15,1671023,0.9
male,2001,55-74 years,Spain,658,3750171,17.55
male,2001,55-74 years,Sri Lanka,671,1025106,65.46
male,2001,55-74 years,Sweden,228,876012,26.03
male,2001,55-74 years,Switzerland,263,664460,39.58
male,2001,55-74 years,Trinidad and Tobago,18,67749,26.57
male,2001,55-74 years,Turkmenistan,22,145142,15.16
male,2001,55-74 years,United Kingdom,569,5390372,10.56
male,2001,55-74 years,United States,4603,20451417,22.51
male,2001,55-74 years,Uruguay,119,247337,48.11
male,2001,55-74 years,Uzbekistan,130,792247,16.41
male,2001,75+ years,Argentina,250,547473,45.66
male,2001,75+ years,Aruba,0,1033,0
male,2001,75+ years,Australia,115,437528,26.28
male,2001,75+ years,Belgium,171,271676,62.94
male,2001,75+ years,Brazil,244,1162417,20.99
male,2001,75+ years,Bulgaria,162,192843,84.01
male,2001,75+ years,Canada,131,665842,19.67
male,2001,75+ years,Chile,51,170681,29.88
male,2001,75+ years,Colombia,54,304065,17.76
male,2001,75+ years,Cuba,192,211923,90.6
male,2001,75+ years,Denmark,82,139637,58.72
male,2001,75+ years,Fiji,0,3346,0
male,2001,75+ years,Finland,44,108828,40.43
male,2001,75+ years,France,1206,1585654,76.06
male,2001,75+ years,Germany,1106,1813475,60.99
male,2001,75+ years,Greece,30,292868,10.24
male,2001,75+ years,Guatemala,5,71336,7.01
male,2001,75+ years,Hungary,276,205366,134.39
male,2001,75+ years,Iceland,2,6101,32.78
male,2001,75+ years,Ireland,9,70956,12.68
male,2001,75+ years,Israel,38,113986,33.34
male,2001,75+ years,Italy,560,1675192,33.43
male,2001,75+ years,Japan,1692,3404000,49.71
male,2001,75+ years,Kuwait,0,4489,0
male,2001,75+ years,Maldives,0,1566,0
male,2001,75+ years,Malta,0,7901,0
male,2001,75+ years,Mauritius,1,10419,9.6
male,2001,75+ years,Mexico,161,836476,19.25
male,2001,75+ years,Montenegro,0,8801,0
male,2001,75+ years,Netherlands,95,342815,27.71
male,2001,75+ years,New Zealand,25,80070,31.22
male,2001,75+ years,Norway,39,130190,29.96
male,2001,75+ years,Panama,7,31630,22.13
male,2001,75+ years,Paraguay,8,39855,20.07
male,2001,75+ years,Philippines,20,309681,6.46
male,2001,75+ years,Poland,160,565914,28.27
male,2001,75+ years,Portugal,132,270471,48.8
male,2001,75+ years,Puerto Rico,20,81513,24.54
male,2001,75+ years,Qatar,0,1140,0
male,2001,75+ years,Republic of Korea,328,359104,91.34
male,2001,75+ years,Romania,113,396468,28.5
male,2001,75+ years,Russian Federation,1236,1485110,83.23
male,2001,75+ years,Serbia,163,143189,113.84
male,2001,75+ years,Seychelles,0,950,0
male,2001,75+ years,Singapore,18,34800,51.72
male,2001,75+ years,Slovakia,35,81427,42.98
male,2001,75+ years,Slovenia,45,31096,144.71
male,2001,75+ years,South Africa,6,196844,3.05
male,2001,75+ years,Spain,462,1126029,41.03
male,2001,75+ years,Sri Lanka,162,204801,79.1
male,2001,75+ years,Sweden,129,305543,42.22
male,2001,75+ years,Switzerland,160,188628,84.82
male,2001,75+ years,Trinidad and Tobago,7,12351,56.68
male,2001,75+ years,Turkmenistan,3,18881,15.89
male,2001,75+ years,United Kingdom,225,1618917,13.9
male,2001,75+ years,United States,2549,6285825,40.55
male,2001,75+ years,Uruguay,51,65952,77.33
male,2001,75+ years,Uzbekistan,15,112545,13.33
male,2002,15-24 years,Argentina,542,3331708,16.27
male,2002,15-24 years,Aruba,1,5938,16.84
male,2002,15-24 years,Australia,246,1372770,17.92
male,2002,15-24 years,Belgium,107,633971,16.88
male,2002,15-24 years,Brazil,1226,17863758,6.86
male,2002,15-24 years,Bulgaria,51,562398,9.07
male,2002,15-24 years,Canada,384,2192632,17.51
male,2002,15-24 years,Chile,241,1324289,18.2
male,2002,15-24 years,Colombia,590,4104822,14.37
male,2002,15-24 years,Cuba,68,754841,9.01
male,2002,15-24 years,Denmark,40,302190,13.24
male,2002,15-24 years,Fiji,9,84154,10.69
male,2002,15-24 years,Finland,97,333547,29.08
male,2002,15-24 years,France,469,3945027,11.89
male,2002,15-24 years,Germany,609,4828748,12.61
male,2002,15-24 years,Greece,26,777333,3.34
male,2002,15-24 years,Guatemala,60,1257598,4.77
male,2002,15-24 years,Hungary,123,722619,17.02
male,2002,15-24 years,Iceland,3,21620,13.88
male,2002,15-24 years,Ireland,89,325705,27.33
male,2002,15-24 years,Israel,60,561947,10.68
male,2002,15-24 years,Italy,208,3197550,6.5
male,2002,15-24 years,Japan,1131,7671000,14.74
male,2002,15-24 years,Kuwait,5,185185,2.7
male,2002,15-24 years,Maldives,1,36435,2.74
male,2002,15-24 years,Malta,0,30264,0
male,2002,15-24 years,Mauritius,17,100533,16.91
male,2002,15-24 years,Mexico,919,10391176,8.84
male,2002,15-24 years,Montenegro,0,50621,0
male,2002,15-24 years,Netherlands,80,978378,8.18
male,2002,15-24 years,New Zealand,66,280450,23.53
male,2002,15-24 years,Norway,49,277736,17.64
male,2002,15-24 years,Panama,27,298701,9.04
male,2002,15-24 years,Paraguay,42,569595,7.37
male,2002,15-24 years,Philippines,346,8184036,4.23
male,2002,15-24 years,Poland,646,3281123,19.69
male,2002,15-24 years,Portugal,50,716414,6.98
male,2002,15-24 years,Puerto Rico,16,304764,5.25
male,2002,15-24 years,Republic of Korea,374,3836446,9.75
male,2002,15-24 years,Romania,198,1739618,11.38
male,2002,15-24 years,Russian Federation,6667,11714752,56.91
male,2002,15-24 years,Serbia,69,516180,13.37
male,2002,15-24 years,Seychelles,1,8158,12.26
male,2002,15-24 years,Singapore,15,216400,6.93
male,2002,15-24 years,Slovakia,52,461791,11.26
male,2002,15-24 years,Slovenia,25,144651,17.28
male,2002,15-24 years,South Africa,55,4895133,1.12
male,2002,15-24 years,Spain,196,2855801,6.86
male,2002,15-24 years,Sri Lanka,520,1799884,28.89
male,2002,15-24 years,Sweden,78,533111,14.63
male,2002,15-24 years,Switzerland,77,432755,17.79
male,2002,15-24 years,Thailand,743,5384313,13.8
male,2002,15-24 years,Trinidad and Tobago,29,132786,21.84
male,2002,15-24 years,Turkmenistan,94,476311,19.74
male,2002,15-24 years,United Kingdom,323,3758190,8.59
male,2002,15-24 years,United States,3432,20821269,16.48
male,2002,15-24 years,Uruguay,77,259090,29.72
male,2002,15-24 years,Uzbekistan,325,2672936,12.16
male,2002,25-34 years,Argentina,412,2758283,14.94
male,2002,25-34 years,Aruba,2,6459,30.96
male,2002,25-34 years,Australia,452,1433165,31.54
male,2002,25-34 years,Belgium,235,708881,33.15
male,2002,25-34 years,Brazil,1388,14524576,9.56
male,2002,25-34 years,Bulgaria,100,579234,17.26
male,2002,25-34 years,Canada,466,2194450,21.24
male,2002,25-34 years,Chile,296,1250576,23.67
male,2002,25-34 years,Colombia,460,3344207,13.76
male,2002,25-34 years,Cuba,189,1015237,18.62
male,2002,25-34 years,Denmark,64,383869,16.67
male,2002,25-34 years,Fiji,4,61525,6.5
male,2002,25-34 years,Finland,124,329350,37.65
male,2002,25-34 years,France,1069,4093371,26.12
male,2002,25-34 years,Germany,903,5614445,16.08
male,2002,25-34 years,Greece,34,884877,3.84
male,2002,25-34 years,Guatemala,47,770700,6.1
male,2002,25-34 years,Hungary,232,787190,29.47
male,2002,25-34 years,Iceland,7,20997,33.34
male,2002,25-34 years,Ireland,100,308477,32.42
male,2002,25-34 years,Israel,59,496115,11.89
male,2002,25-34 years,Italy,475,4396666,10.8
male,2002,25-34 years,Japan,2444,9406000,25.98
male,2002,25-34 years,Kuwait,11,388020,2.83
male,2002,25-34 years,Maldives,0,21431,0
male,2002,25-34 years,Malta,3,27382,10.96
male,2002,25-34 years,Mauritius,28,93399,29.98
male,2002,25-34 years,Mexico,852,8935002,9.54
male,2002,25-34 years,Montenegro,0,43146,0
male,2002,25-34 years,Netherlands,179,1191890,15.02
male,2002,25-34 years,New Zealand,82,263160,31.16
male,2002,25-34 years,Norway,74,335566,22.05
male,2002,25-34 years,Panama,27,264880,10.19
male,2002,25-34 years,Paraguay,25,390558,6.4
male,2002,25-34 years,Philippines,267,6171400,4.33
male,2002,25-34 years,Poland,729,2725143,26.75
male,2002,25-34 years,Portugal,118,799894,14.75
male,2002,25-34 years,Puerto Rico,37,261506,14.15
male,2002,25-34 years,Republic of Korea,970,4480596,21.65
male,2002,25-34 years,Romania,375,1876794,19.98
male,2002,25-34 years,Russian Federation,8696,10156286,85.62
male,2002,25-34 years,Serbia,94,494298,19.02
male,2002,25-34 years,Seychelles,2,7309,27.36
male,2002,25-34 years,Singapore,38,265900,14.29
male,2002,25-34 years,Slovakia,97,418377,23.18
male,2002,25-34 years,Slovenia,46,150164,30.63
male,2002,25-34 years,South Africa,46,3829330,1.2
male,2002,25-34 years,Spain,414,3566812,11.61
male,2002,25-34 years,Sri Lanka,639,1478000,43.23
male,2002,25-34 years,Sweden,101,605900,16.67
male,2002,25-34 years,Switzerland,140,508396,27.54
male,2002,25-34 years,Thailand,1063,5791577,18.35
male,2002,25-34 years,Trinidad and Tobago,29,94797,30.59
male,2002,25-34 years,Turkmenistan,108,361831,29.85
male,2002,25-34 years,United Kingdom,747,4114056,18.16
male,2002,25-34 years,United States,4135,20202776,20.47
male,2002,25-34 years,Uruguay,82,240893,34.04
male,2002,25-34 years,Uzbekistan,288,1927000,14.95
male,2002,35-54 years,Argentina,619,4191889,14.77
male,2002,35-54 years,Aruba,2,15082,13.26
male,2002,35-54 years,Australia,744,2820596,26.38
male,2002,35-54 years,Belgium,636,1532542,41.5
male,2002,35-54 years,Brazil,2178,20679204,10.53
male,2002,35-54 years,Bulgaria,315,1087841,28.96
male,2002,35-54 years,Canada,1292,4926984,26.22
male,2002,35-54 years,Chile,519,2027249,25.6
male,2002,35-54 years,Colombia,487,4717038,10.32
male,2002,35-54 years,Cuba,400,1633177,24.49
male,2002,35-54 years,Denmark,182,784825,23.19
male,2002,35-54 years,Fiji,5,93636,5.34
male,2002,35-54 years,Finland,339,792737,42.76
male,2002,35-54 years,France,3161,8426925,37.51
male,2002,35-54 years,Germany,3088,12777078,24.17
male,2002,35-54 years,Greece,76,1507522,5.04
male,2002,35-54 years,Guatemala,50,826155,6.05
male,2002,35-54 years,Hungary,997,1382754,72.1
male,2002,35-54 years,Iceland,4,40266,9.93
male,2002,35-54 years,Ireland,109,521397,20.91
male,2002,35-54 years,Israel,99,732491,13.52
male,2002,35-54 years,Italy,949,8173149,11.61
male,2002,35-54 years,Japan,8202,17249000,47.55
male,2002,35-54 years,Kuwait,18,482228,3.73
male,2002,35-54 years,Maldives,1,24087,4.15
male,2002,35-54 years,Malta,5,57735,8.66
male,2002,35-54 years,Mauritius,43,170023,25.29
male,2002,35-54 years,Mexico,824,9900926,8.32
male,2002,35-54 years,Montenegro,0,85940,0
male,2002,35-54 years,Netherlands,482,2481771,19.42
male,2002,35-54 years,New Zealand,131,550840,23.78
male,2002,35-54 years,Norway,116,650114,17.84
male,2002,35-54 years,Panama,45,343226,13.11
male,2002,35-54 years,Paraguay,32,535007,5.98
male,2002,35-54 years,Philippines,251,7922273,3.17
male,2002,35-54 years,Poland,2357,5556985,42.42
male,2002,35-54 years,Portugal,284,1398674,20.3
male,2002,35-54 years,Puerto Rico,80,451276,17.73
male,2002,35-54 years,Republic of Korea,2444,7370094,33.16
male,2002,35-54 years,Romania,1138,2808780,40.52
male,2002,35-54 years,Russian Federation,20119,21320535,94.36
male,2002,35-54 years,Serbia,309,1094978,28.22
male,2002,35-54 years,Seychelles,1,10446,9.57
male,2002,35-54 years,Singapore,87,582400,14.94
male,2002,35-54 years,Slovakia,289,770285,37.52
male,2002,35-54 years,Slovenia,191,314479,60.74
male,2002,35-54 years,South Africa,67,4667760,1.44
male,2002,35-54 years,Spain,752,5784305,13
male,2002,35-54 years,Sri Lanka,1476,2389646,61.77
male,2002,35-54 years,Sweden,315,1242971,25.34
male,2002,35-54 years,Switzerland,332,1123342,29.55
male,2002,35-54 years,Thailand,1252,8581154,14.59
male,2002,35-54 years,Trinidad and Tobago,49,170592,28.72
male,2002,35-54 years,Turkmenistan,105,455939,23.03
male,2002,35-54 years,United Kingdom,1350,8250038,16.36
male,2002,35-54 years,United States,10101,42042827,24.03
male,2002,35-54 years,Uruguay,152,381763,39.82
male,2002,35-54 years,Uzbekistan,398,2474921,16.08
male,2002,05-14 years,Argentina,37,3529201,1.05
male,2002,05-14 years,Aruba,0,7406,0
male,2002,05-14 years,Australia,4,1391412,0.29
male,2002,05-14 years,Belgium,2,628784,0.32
male,2002,05-14 years,Brazil,55,17806637,0.31
male,2002,05-14 years,Bulgaria,6,429978,1.4
male,2002,05-14 years,Canada,18,2097593,0.86
male,2002,05-14 years,Chile,17,1421716,1.2
male,2002,05-14 years,Colombia,53,4364710,1.21
male,2002,05-14 years,Cuba,1,830862,0.12
male,2002,05-14 years,Denmark,0,346889,0
male,2002,05-14 years,Fiji,2,91230,2.19
male,2002,05-14 years,Finland,3,328694,0.91
male,2002,05-14 years,France,23,3788047,0.61
male,2002,05-14 years,Germany,16,4448685,0.36
male,2002,05-14 years,Greece,0,573550,0
male,2002,05-14 years,Guatemala,7,1692961,0.41
male,2002,05-14 years,Hungary,4,598250,0.67
male,2002,05-14 years,Iceland,0,23134,0
male,2002,05-14 years,Ireland,1,282004,0.35
male,2002,05-14 years,Israel,0,610267,0
male,2002,05-14 years,Italy,6,2823980,0.21
male,2002,05-14 years,Japan,25,6215000,0.4
male,2002,05-14 years,Kuwait,0,193020,0
male,2002,05-14 years,Maldives,0,40027,0
male,2002,05-14 years,Malta,0,27603,0
