sex,year,country,SUM of suicides_no
male,2011,Republic of Korea,10866
male,2011,Romania,2142
male,2011,Russian Federation,25470
male,2011,Saint Lucia,8
male,2011,Saint Vincent and Grenadines,4
male,2011,Serbia,909
male,2011,Seychelles,5
male,2011,Singapore,197
male,2011,Slovenia,347
male,2011,South Africa,283
male,2011,Spain,2435
male,2011,Suriname,95
male,2011,Sweden,789
male,2011,Switzerland,757
male,2011,Thailand,2985
male,2011,Trinidad and Tobago,112
male,2011,Turkey,850
male,2011,Turkmenistan,91
male,2011,Ukraine,7309
male,2011,United Kingdom,3433
male,2011,United States,30996
male,2011,Uzbekistan,1123
male,2012,Antigua and Barbuda,0
male,2012,Argentina,2620
male,2012,Armenia,59
male,2012,Australia,1930
male,2012,Austria,987
male,2012,Bahamas,4
male,2012,Bahrain,18
male,2012,Barbados,0
male,2012,Belgium,1485
male,2012,Belize,16
male,2012,Brazil,8041
male,2012,Bulgaria,673
male,2012,Canada,2972
male,2012,Chile,1510
male,2012,Colombia,1732
male,2012,Costa Rica,260
male,2012,Croatia,596
male,2012,Cuba,1199
male,2012,Cyprus,34
male,2012,Czech Republic,1380
male,2012,Denmark,494
male,2012,Ecuador,711
male,2012,El Salvador,396
male,2012,Estonia,190
male,2012,Fiji,22
male,2012,Finland,655
male,2012,France,7326
male,2012,Georgia,91
male,2012,Germany,7289
male,2012,Greece,417
male,2012,Grenada,2
male,2012,Guatemala,310
male,2012,Guyana,156
male,2012,Hungary,1803
male,2012,Iceland,26
male,2012,Ireland,446
male,2012,Israel,349
male,2012,Italy,3324
male,2012,Japan,18402
male,2012,Kazakhstan,2677
male,2012,Kuwait,37
male,2012,Kyrgyzstan,402
male,2012,Latvia,371
male,2012,Lithuania,753
male,2012,Luxembourg,39
male,2012,Malta,19
male,2012,Mauritius,89
male,2012,Mexico,4330
male,2012,Netherlands,1186
male,2012,New Zealand,404
male,2012,Nicaragua,234
male,2012,Norway,369
male,2012,Panama,117
male,2012,Paraguay,187
male,2012,Poland,5558
male,2012,Portugal,859
male,2012,Puerto Rico,204
male,2012,Qatar,38
male,2012,Republic of Korea,9621
male,2012,Romania,2142
male,2012,Russian Federation,24189
male,2012,Saint Lucia,9
male,2012,Saint Vincent and Grenadines,7
male,2012,Serbia,932
male,2012,Seychelles,3
male,2012,Singapore,243
male,2012,Slovakia,499
male,2012,Slovenia,360
male,2012,South Africa,373
male,2012,Spain,2724
male,2012,Suriname,100
male,2012,Sweden,819
male,2012,Switzerland,752
male,2012,Thailand,3055
male,2012,Turkey,1072
male,2012,Turkmenistan,105
male,2012,Ukraine,7361
male,2012,United Kingdom,3512
male,2012,United States,31777
male,2012,Uruguay,476
male,2012,Uzbekistan,1220
male,2013,Antigua and Barbuda,0
male,2013,Argentina,2398
male,2013,Armenia,43
male,2013,Australia,1944
male,2013,Austria,967
male,2013,Bahamas,4
male,2013,Bahrain,5
male,2013,Barbados,0
male,2013,Belarus,1568
male,2013,Belgium,1363
male,2013,Belize,16
male,2013,Brazil,8290
male,2013,Bulgaria,573
male,2013,Canada,3041
male,2013,Chile,1420
male,2013,Colombia,1663
male,2013,Costa Rica,272
male,2013,Croatia,546
male,2013,Cuba,1201
male,2013,Cyprus,40
male,2013,Czech Republic,1294
male,2013,Denmark,450
male,2013,Ecuador,490
male,2013,El Salvador,386
male,2013,Estonia,171
male,2013,Finland,666
male,2013,France,7225
male,2013,Georgia,134
male,2013,Germany,7456
male,2013,Greece,425
male,2013,Grenada,0
male,2013,Guatemala,331
male,2013,Guyana,160
male,2013,Hungary,1587
male,2013,Iceland,35
male,2013,Ireland,391
male,2013,Israel,291
male,2013,Italy,3322
male,2013,Japan,18081
male,2013,Kazakhstan,2837
male,2013,Kuwait,28
male,2013,Kyrgyzstan,349
male,2013,Latvia,322
male,2013,Lithuania,887
male,2013,Luxembourg,24
male,2013,Malta,21
male,2013,Mauritius,83
male,2013,Mexico,4668
male,2013,Netherlands,1307
male,2013,New Zealand,366
male,2013,Nicaragua,276
male,2013,Norway,378
male,2013,Panama,117
male,2013,Paraguay,247
male,2013,Poland,5378
male,2013,Portugal,811
male,2013,Puerto Rico,204
male,2013,Qatar,36
male,2013,Republic of Korea,10059
male,2013,Romania,2043
male,2013,Russian Federation,23714
male,2013,Saint Lucia,13
male,2013,Saint Vincent and Grenadines,0
male,2013,Serbia,901
male,2013,Seychelles,9
male,2013,Singapore,245
male,2013,Slovakia,533
male,2013,Slovenia,360
male,2013,South Africa,467
male,2013,Spain,2913
male,2013,Suriname,97
male,2013,Sweden,862
male,2013,Switzerland,786
male,2013,Thailand,3105
male,2013,Turkey,1347
male,2013,Turkmenistan,73
male,2013,United Kingdom,3831
male,2013,United States,32049
male,2013,Uruguay,423
male,2013,Uzbekistan,1322
male,2014,Antigua and Barbuda,0
male,2014,Argentina,2544
male,2014,Armenia,43
male,2014,Australia,2182
male,2014,Austria,990
male,2014,Bahrain,8
male,2014,Belarus,1465
male,2014,Belgium,1338
male,2014,Belize,18
male,2014,Bosnia and Herzegovina,243
male,2014,Brazil,8398
male,2014,Bulgaria,552
male,2014,Chile,1475
male,2014,Colombia,1755
male,2014,Costa Rica,223
male,2014,Croatia,536
male,2014,Cuba,1146
male,2014,Cyprus,31
male,2014,Czech Republic,1196
male,2014,Denmark,469
male,2014,Ecuador,567
male,2014,El Salvador,278
male,2014,Estonia,193
male,2014,Finland,599
male,2014,France,6661
male,2014,Georgia,158
male,2014,Germany,7629
male,2014,Greece,450
male,2014,Grenada,0
male,2014,Guatemala,356
male,2014,Hungary,1478
male,2014,Iceland,33
male,2014,Ireland,399
male,2014,Israel,294
male,2014,Italy,3215
male,2014,Japan,16820
male,2014,Kazakhstan,2556
male,2014,Kuwait,50
male,2014,Kyrgyzstan,358
male,2014,Latvia,311
male,2014,Lithuania,769
male,2014,Luxembourg,52
male,2014,Malta,27
male,2014,Mauritius,96
male,2014,Mexico,4950
male,2014,Netherlands,1250
male,2014,Nicaragua,241
male,2014,Norway,401
male,2014,Oman,7
male,2014,Panama,127
male,2014,Paraguay,269
male,2014,Poland,5123
male,2014,Portugal,924
male,2014,Puerto Rico,188
male,2014,Qatar,52
male,2014,Republic of Korea,9735
male,2014,Romania,1887
male,2014,Russian Federation,21886
male,2014,Saint Lucia,11
male,2014,Saint Vincent and Grenadines,2
male,2014,Serbia,857
male,2014,Seychelles,2
male,2014,Singapore,250
male,2014,Slovakia,471
male,2014,Slovenia,325
male,2014,South Africa,459
male,2014,Spain,2938
male,2014,Suriname,92
male,2014,Sweden,785
male,2014,Switzerland,756
male,2014,Thailand,3074
male,2014,Turkey,1209
male,2014,Turkmenistan,92
male,2014,Ukraine,6412
male,2014,United Kingdom,3717
male,2014,United States,33110
male,2014,Uruguay,460
male,2014,Uzbekistan,1405
male,2015,Antigua and Barbuda,0
male,2015,Argentina,2469
male,2015,Armenia,55
male,2015,Australia,2292
male,2015,Austria,961
male,2015,Belgium,1315
male,2015,Belize,22
male,2015,Brazil,8766
male,2015,Chile,1460
male,2015,Colombia,1850
male,2015,Croatia,542
male,2015,Cuba,1211
male,2015,Cyprus,31
male,2015,Czech Republic,1133
male,2015,Denmark,390
male,2015,Ecuador,807
male,2015,Estonia,159
male,2015,Finland,558
male,2015,Georgia,144
male,2015,Germany,7403
male,2015,Greece,422
male,2015,Grenada,0
male,2015,Guatemala,350
male,2015,Hungary,1389
male,2015,Iceland,29
male,2015,Israel,269
male,2015,Italy,3105
male,2015,Japan,16146
male,2015,Kazakhstan,2342
male,2015,Kyrgyzstan,327
male,2015,Latvia,306
male,2015,Lithuania,727
male,2015,Luxembourg,45
male,2015,Malta,27
male,2015,Mauritius,78
male,2015,Mexico,4986
male,2015,Netherlands,1282
male,2015,Nicaragua,230
male,2015,Norway,400
male,2015,Panama,91
male,2015,Poland,4697
male,2015,Puerto Rico,201
male,2015,Qatar,57
male,2015,Republic of Korea,9556
male,2015,Romania,1886
male,2015,Russian Federation,20861
male,2015,Saint Vincent and Grenadines,2
male,2015,Serbia,793
male,2015,Seychelles,6
male,2015,Singapore,218
male,2015,Slovenia,332
male,2015,South Africa,377
male,2015,Spain,2681
male,2015,Sweden,851
male,2015,Switzerland,793
male,2015,Thailand,3366
male,2015,Turkey,1135
male,2015,Turkmenistan,92
male,2015,Ukraine,6148
male,2015,United Kingdom,3732
male,2015,United States,33990
male,2015,Uruguay,499
